	S15	S3	S17	S18	S10	S30	S2	S11	S20	S26	S16	S35	S23	S21	S1	S24	S39	S8	S31	S19	S12	S9	S22	S37	S29	S7	S32	S14	S4	S36	S5	S25	S27	S40	S33	S28	S6	S13
K11720: lipopolysaccharide export system permease protein	6	48	39	78	9	85	79	30	1	91	76	80	48	96	52	160	65	16	196	17	13	11	123	25	52	101	135	298	123	59	50	35	299	36	68	52	586	432
K09759: nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]	226	332	245	75	270	483	602	229	447	872	250	614	203	145	374	522	409	580	23	1021	526	240	243	355	576	319	124	201	103	554	237	561	78	577	413	478	79	89
K10985: PTS system, galactosamine-specific IIC component	0	16	4	2	0	0	2	6	0	2	0	9	0	3	3	14	2	0	0	0	0	0	0	1	0	23	9	41	5	12	1	2	8	1	2	0	197	33
K10984: PTS system, galactosamine-specific IIB component [EC:2.7.1.69]	0	19	4	3	0	0	3	6	1	4	2	9	0	3	4	14	2	0	1	0	0	2	0	1	0	24	9	42	8	13	3	2	10	2	3	0	203	36
K07468: putative ATP-dependent DNA ligase [EC:6.5.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07469: aldehyde dehydrogenase (FAD-independent) [EC:1.2.99.7]	37	18	63	26	39	58	154	20	90	297	46	87	33	24	32	7	50	26	6	21	36	31	26	54	14	16	38	49	20	63	123	151	32	190	65	176	9	5
K07464: putative RecB family exonuclease	318	492	217	119	216	406	517	255	423	572	365	626	209	118	403	446	427	549	58	1046	303	382	285	280	184	240	174	173	91	404	330	649	332	517	405	440	106	92
K07465: putative RecB family exonuclease	0	0	2	0	1	3	9	0	0	1	0	1	0	0	0	0	0	0	2	9	0	1	0	0	0	0	0	1	1	1	0	1	3	0	0	0	11	2
K07466: replication factor A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07467: phage replication initiation protein	243	619	461	107	422	704	838	262	532	1434	422	792	268	203	429	691	478	601	107	122	431	283	291	368	894	203	160	209	229	815	689	1346	184	916	780	1217	105	77
K07460: putative endonuclease	1109	1160	1106	655	944	1180	1270	820	1194	1415	1009	1302	1102	812	1085	1201	1073	1323	687	1434	1355	1041	930	1084	1262	1045	855	978	962	1217	1078	1260	632	1276	1206	1351	703	668
K07461: putative endonuclease	720	586	433	189	410	619	954	299	620	1188	437	876	579	431	459	718	545	950	261	181	971	347	423	627	564	555	308	378	275	783	423	688	387	810	701	1065	559	519
K07462: single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	1294	1227	1149	852	1110	1276	1373	1005	1237	1564	1145	1409	1149	940	1163	1235	1187	1438	776	1472	1390	1068	1049	1150	1320	1076	883	1002	1013	1336	1171	1523	973	1369	1328	1573	746	755
K07463: archaea-specific RecJ-like exonuclease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10679: nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]	236	117	86	85	25	252	186	45	6	88	232	172	503	116	143	176	189	262	194	39	518	62	141	63	118	282	146	335	265	57	119	35	798	97	60	152	576	534
K10678: nitroreductase [EC:1.-.-.-]	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	5	0	0	0	2	0	22	7	41	80	10	1	0	0	0	5	0	195	35
K10671: sarcosine reductase [EC:1.21.4.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10670: glycine reductase [EC:1.21.4.2]	215	433	254	73	344	340	584	211	348	733	284	459	152	207	235	289	368	552	62	1071	789	235	260	322	282	436	133	115	263	482	205	449	213	431	160	533	124	138
K10673: streptomycin 3"-kinase [EC:2.7.1.87]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
K10672: betaine reductase [EC:1.21.4.4]	47	45	33	32	115	101	188	52	101	227	82	83	32	62	80	81	130	197	9	43	348	83	77	101	88	221	47	10	121	114	17	32	56	81	54	142	29	36
K10674: ectoine hydroxylase [EC:1.14.11.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
K10677: inulin fructotransferase (DFA-I-forming) [EC:4.2.2.17]	5	1	0	2	3	2	1	12	9	13	3	1	4	1	18	5	1	4	0	1	2	1	7	3	7	1	0	3	80	5	4	3	0	1	0	1	0	1
K10676: 2,4-dichlorophenol 6-monooxygenase [EC:1.14.13.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K08726: soluble epoxide hydrolase [EC:3.3.2.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08724: penicillin-binding protein 2B	5	12	5	29	14	16	37	11	5	18	37	23	7	7	12	5	5	12	7	10	1	14	1	8	5	2	10	18	6	7	4	16	30	10	19	6	20	40
K08722: 5'-nucleotidase [EC:3.1.3.5]	175	74	80	100	40	283	231	62	130	134	91	153	110	222	132	184	44	149	201	51	129	63	152	250	299	159	171	263	130	136	62	84	192	77	173	181	426	402
K08723: 5'-nucleotidase [EC:3.1.3.5]	0	14	4	0	0	0	1	4	0	0	0	7	0	0	0	17	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	193	35
K08720: outer membrane protein OmpU	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
K08721: multidrug resistance outer membrane protein OprJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K08728: nucleoside deoxyribosyltransferase [EC:2.4.2.6]	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0
K10187: germacradienol/geosmin synthase [EC:4.2.3.22 4.2.3.75 4.1.99.16] or germacradienol/germacrene-D synthase [EC:4.2.3.22]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00119: None	0	0	1	1	3	2	5	2	1	2	0	1	0	0	0	1	0	0	1	1	1	0	22	1	4	2	0	0	1	2	10	1	1	2	1	4	7	7
K00118: glucose-fructose oxidoreductase [EC:1.1.99.28]	105	18	0	0	0	0	0	0	3	0	0	0	209	0	7	0	0	100	2	0	237	14	0	0	3	66	0	4	1	0	0	0	0	0	0	1	1	19
K00449: protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]	0	0	0	0	2	1	5	2	1	0	0	1	0	0	0	8	0	0	0	1	0	0	10	1	4	1	0	0	82	1	7	0	1	2	4	3	6	1
K00448: protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]	0	0	0	0	2	1	5	2	1	0	0	1	0	0	0	8	0	0	0	1	0	0	9	1	4	1	0	0	82	1	6	0	1	2	3	3	6	1
K00115: glucose dehydrogenase (acceptor) [EC:1.1.99.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00446: catechol 2,3-dioxygenase [EC:1.13.11.2]	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	5	0	3	0	0	0	2	0	3	0	0	0	0	1	0	2
K00117: quinoprotein glucose dehydrogenase [EC:1.1.5.2]	210	51	6	0	0	0	0	6	7	3	0	7	418	0	14	14	1	200	3	3	474	28	3	0	3	152	7	48	80	10	1	0	0	0	10	3	194	74
K00116: malate dehydrogenase (quinone) [EC:1.1.5.4]	105	43	10	74	2	0	24	18	5	85	0	18	237	75	11	106	1	101	190	4	238	14	65	2	13	115	115	246	172	47	7	35	29	3	55	3	363	376
K00111: glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	751	856	469	364	716	969	1160	511	793	1288	685	1086	771	533	680	1051	812	1060	464	1181	1612	584	737	824	1033	1045	541	1065	482	818	597	1071	637	803	730	670	924	1014
K00442: coenzyme F420 hydrogenase delta subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00113: glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]	37	60	79	144	35	3	37	67	7	112	70	23	96	85	42	131	30	28	208	24	70	88	133	25	18	125	163	257	138	51	110	35	42	83	78	26	382	354
K00112: glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	37	154	79	144	47	6	37	93	10	112	70	67	100	86	49	131	56	28	208	24	71	141	142	54	25	141	164	257	138	60	121	60	42	157	78	28	382	354
K01539: sodium/potassium-transporting ATPase subunit alpha [EC:3.6.3.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01531: Mg2+-importing ATPase [EC:3.6.3.2]	233	882	283	237	352	278	408	331	209	750	261	484	273	388	212	416	523	213	406	85	214	374	274	255	342	390	421	302	723	614	458	1119	700	582	239	421	470	575
K04720: threonine-phosphate decarboxylase [EC:4.1.1.81]	849	1396	1167	613	1077	1468	1559	903	1299	2236	850	1598	866	799	1067	1437	1115	1517	497	304	1196	829	869	1209	1565	697	546	318	916	1739	1297	1856	636	1712	1343	1780	343	189
K01533: Cu2+-exporting ATPase [EC:3.6.3.4]	1298	1340	1175	925	1131	1308	1403	1068	1261	1685	1168	1452	1415	1003	1204	1306	1230	1545	968	1498	1664	1144	1137	1197	1340	1159	989	1150	1017	1367	1216	1582	993	1446	1383	1554	628	1081
K01534: Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 3.6.3.5]	2370	3488	2657	1689	2612	3383	3625	2259	2741	4855	2475	3633	2324	2148	2540	2793	2802	3229	1690	2984	3100	2388	2207	2895	3669	2263	1800	1778	2272	3545	3141	4743	2143	3957	3100	4423	1519	1580
K01535: H+-transporting ATPase [EC:3.6.3.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01537: Ca2+-transporting ATPase [EC:3.6.3.8]	1264	1293	1165	805	1114	1138	1347	1015	1285	1436	1059	1292	1109	761	1168	1109	1121	1462	585	415	1413	1140	1005	991	1184	1035	731	687	777	1400	1211	1565	774	1410	1129	1165	395	390
K14358: secernin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14605: lycopene cyclase CruA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14606: lycopene cyclase CruP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00413: ubiquinol-cytochrome c reductase cytochrome c1 subunit [EC:1.10.2.2] or ubiquinol-cytochrome c reductase cytochrome c1 subunit	130	8	1	7	14	1	5	2	1	5	0	1	12	0	0	1	0	28	1	1	1	1	29	1	7	3	0	0	2	2	8	0	1	2	2	30	7	8
K10120: putative sugar transport system substrate-binding protein	42	14	58	21	36	62	159	21	97	307	45	92	38	26	51	6	50	25	6	22	36	23	24	52	21	14	20	53	28	65	119	154	35	208	70	173	15	10
K05600: anthranilate 1,2-dioxygenase (deaminating, decarboxylating) small subunit [EC:1.14.12.1]	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
K05777: putative thiamine transport system substrate-binding protein	31	18	126	5	5	57	17	11	25	10	50	67	12	48	32	50	12	88	8	18	84	16	46	62	50	45	21	45	89	116	54	36	15	44	21	13	229	43
K03972: phage shock protein E	0	14	6	0	0	0	1	4	0	1	0	14	1	9	8	39	1	0	7	4	0	0	0	5	1	23	12	41	80	10	1	0	15	1	13	0	218	32
K03973: phage shock protein C	5	164	39	84	52	19	97	33	11	298	15	105	53	89	16	149	48	6	226	8	17	7	71	20	39	53	132	242	102	129	107	320	40	73	289	354	366	386
K03970: phage shock protein B	0	24	8	73	0	0	18	15	0	85	0	16	27	72	3	97	1	0	188	2	0	0	63	0	12	48	114	241	90	46	2	34	26	1	50	0	350	352
K03971: phage shock protein D	0	14	4	0	0	0	1	4	0	0	0	7	0	0	0	17	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	193	35
K03976: putative transcription regulator	1026	1140	1093	765	1075	1186	1195	956	1224	1465	880	1284	845	822	920	1069	984	1258	577	397	1105	1034	876	1047	1241	902	735	646	871	1287	1095	1483	652	1321	1255	1488	336	301
K03977: GTP-binding protein	1244	1219	1151	848	1102	1305	1380	1002	1222	1578	1133	1409	1128	923	1157	1231	1157	1425	778	1483	1385	1059	1040	1153	1320	1067	875	1013	1009	1337	1169	1521	967	1333	1329	1566	756	786
K03974: psp operon transcriptional activator	0	24	8	73	0	0	18	15	0	85	0	16	27	72	3	97	1	0	188	2	0	0	63	0	12	48	114	241	90	46	2	34	26	1	50	0	350	352
K03975: membrane-associated protein	291	256	439	495	482	301	169	527	451	236	294	344	410	397	249	221	292	410	613	110	522	412	471	266	278	466	433	683	323	313	340	370	339	287	424	418	479	562
K03978: GTP-binding protein	1189	1203	1109	845	1110	1259	1361	996	1204	1559	1109	1350	928	923	1154	1233	1183	1332	774	527	1133	1050	1036	1150	1296	1009	849	925	979	1324	1166	1520	958	1366	1328	1571	741	737
K03979: GTP-binding protein	1334	1229	1137	854	1113	1300	1381	1006	1240	1578	1146	1409	1152	927	1166	1238	1189	1433	779	1487	1395	1068	1047	1154	1320	1078	876	1017	994	1337	1171	1521	966	1368	1327	1573	756	787
K13378: NADH dehydrogenase I subunit C/D [EC:1.6.5.3] or NADH-quinone oxidoreductase subunit C/D [EC:1.6.5.3]	425	496	547	658	590	265	229	627	449	330	457	286	518	493	502	435	525	298	684	293	263	536	498	417	271	463	566	719	689	469	503	257	279	470	452	359	457	498
K02372: 3R-hydroxymyristoyl ACP dehydrase [EC:4.2.1.-]	955	858	746	528	792	1086	1180	708	897	1370	675	1268	776	649	739	980	715	1254	548	1204	1270	604	771	880	1176	859	531	545	499	1114	841	1077	732	1017	1066	1458	724	749
K02371: enoyl-[acyl carrier protein] reductase II [EC:1.3.1.-]	764	1088	942	660	992	1030	934	883	1001	1148	652	1146	692	791	756	996	864	1131	553	277	967	838	776	953	1208	758	584	549	916	1220	902	1253	628	1051	819	922	307	317
K02377: GDP-L-fucose synthase [EC:1.1.1.271]	569	762	841	989	821	407	425	919	776	652	726	585	789	577	616	444	664	582	696	368	631	951	603	568	331	659	710	618	738	641	944	1006	305	830	740	721	368	211
K02379: FdhD protein	168	76	140	106	59	158	284	61	124	394	158	198	302	233	117	166	114	184	204	63	332	86	150	253	195	207	193	317	174	111	174	196	345	256	153	328	439	447
K03396: S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K03397: indoleacetate---lysine synthetase [EC:6.3.2.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03394: precorrin-2 C20-methyltransferase / cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151] or precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	1148	1733	1450	1027	1437	1901	1740	1345	1694	2459	1078	1782	1162	1184	1245	1697	1469	1977	801	442	1727	1089	1239	1432	1852	998	855	378	1515	2236	1580	1863	847	1917	1468	1756	423	250
K03395: gentamicin 3'-N-acetyltransferase [EC:2.3.1.60]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
K03392: aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]	2	4	6	6	5	0	2	8	4	0	4	0	0	0	1	6	7	5	0	1	4	10	7	5	0	3	18	0	0	4	4	0	0	2	0	3	2	1
K03393: aromatic amino acid hydroxylase [EC:1.14.16.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03390: heterodisulfide reductase subunit C [EC:1.8.98.1]	241	44	99	47	62	59	166	62	156	298	103	227	108	40	68	23	105	67	8	48	125	95	64	75	26	100	85	403	30	97	187	248	44	258	85	208	11	23
K03391: pentachlorophenol monooxygenase [EC:1.14.13.50]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03399: precorrin-6Y C5,15-methyltransferase [EC:2.1.1.132]	41	25	18	5	10	91	70	6	24	24	17	101	25	30	26	14	6	26	1	13	24	20	27	15	110	9	6	7	159	46	26	4	103	16	7	3	74	10
K03027: DNA-directed RNA Polymerase III subunit C5 [EC:2.7.7.6] or DNA-directed RNA polymerases I and III subunit RPAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12136: hydrogenase-4 component A [EC:1.-.-.-]	0	15	6	2	6	0	3	5	0	1	0	17	1	9	9	40	2	1	7	0	1	3	24	4	1	27	15	41	0	14	2	5	15	1	11	4	216	32
K12137: hydrogenase-4 component B [EC:1.-.-.-]	7	24	29	2	0	5	1	5	5	1	10	14	2	9	11	39	1	15	7	2	18	18	19	3	1	48	17	41	14	10	3	0	16	7	13	0	216	32
K06610: MFS transporter, SP family, inositol transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12138: hydrogenase-4 component C [EC:1.-.-.-]	6	4	22	0	0	5	0	0	4	0	2	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	5	0	14	0	2	0	1	2	2	0	0	0
K12139: hydrogenase-4 component D [EC:1.-.-.-]	7	4	27	0	0	6	0	0	5	2	2	13	2	18	16	51	0	6	13	0	2	1	19	6	2	4	15	0	15	1	2	0	29	3	19	1	58	0
K11444: two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	0	0	1	0	2	1	4	2	1	2	0	1	0	0	0	1	0	0	0	1	0	0	8	1	4	1	0	0	1	1	7	0	1	2	1	2	6	3
K11440: choline dehydrogenase [EC:1.1.1.1]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
K11443: two-component system, cell cycle response regulator DivK	1	0	1	1	1	0	1	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	8	0	4	1	0	0	0	1	6	0	0	0	2	1	1	13
K11442: putative uridylyltransferase [EC:2.7.7.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K00612: carbamoyltransferase [EC:2.1.3.-]	129	73	12	32	15	17	13	30	39	3	30	39	224	14	20	8	27	109	5	7	239	89	37	40	11	99	11	7	2	2	70	80	2	40	44	27	7	32
K00613: glycine amidinotransferase [EC:2.1.4.1]	4	3	29	2	8	4	3	4	4	0	2	3	0	0	3	5	0	16	0	5	0	9	6	5	2	4	10	3	17	4	6	5	0	4	3	4	1	4
K00610: aspartate carbamoyltransferase regulatory subunit	737	1080	1003	772	994	957	1143	935	1039	1500	884	1185	752	821	961	1030	1039	1068	749	441	998	900	819	1052	1020	868	771	872	847	1215	1046	1453	530	1239	1201	1330	552	619
K00611: ornithine carbamoyltransferase [EC:2.1.3.3]	781	394	527	238	569	1103	1347	346	778	1145	650	987	695	563	676	899	601	985	240	1189	1363	334	584	865	1164	801	387	532	364	700	422	707	816	568	930	1095	638	654
K00616: transaldolase [EC:2.2.1.2]	930	1246	1037	572	1005	1082	1131	779	1097	1662	710	1308	974	716	808	1172	1000	1323	677	1187	1454	862	891	898	1160	956	711	606	1028	1315	947	1443	557	1228	1058	1195	896	739
K00617: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00614: None	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	7	0	1	0
K00615: transketolase [EC:2.2.1.1]	2961	3218	2429	1905	3522	3421	4542	2610	3474	5854	2595	4112	2240	2256	2738	3352	3247	4508	1615	3944	5508	2071	2711	3249	3496	3329	1623	1754	2292	4065	2528	4327	1802	3407	3800	4587	1653	1658
K00619: amino-acid N-acetyltransferase [EC:2.3.1.1]	2	11	6	10	6	1	3	8	4	0	21	0	0	0	6	6	7	27	0	5	37	44	12	6	3	49	18	1	1	4	8	0	0	2	3	4	8	3
K10863: aprataxin [EC:3.-.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07874: Ras-related protein Rab-1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06234: Ras-related protein Rab-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10240: cellobiose transport system substrate-binding protein	6	5	2	1	0	4	0	0	0	18	0	21	3	0	0	3	0	0	0	1	1	0	0	3	1	0	0	8	3	0	2	0	0	0	0	0	2	4
K10241: cellobiose transport system permease protein	6	5	2	1	0	4	0	0	0	18	0	21	3	0	0	3	0	0	0	1	1	0	0	3	1	0	0	8	3	0	2	0	0	0	0	0	0	4
K10242: cellobiose transport system permease protein	6	5	2	1	0	4	0	0	0	18	0	21	3	0	0	3	0	0	0	1	1	0	0	3	1	0	0	8	3	0	2	0	0	0	0	0	0	0
K10243: cellobiose transport system ATP-binding protein	6	5	11	1	1	31	10	1	7	19	3	28	4	0	2	3	3	0	2	15	4	1	0	4	2	1	0	14	10	1	2	1	3	0	0	0	11	5
K04110: benzoate-CoA ligase [EC:6.2.1.25]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K04113: benzoyl-CoA reductase subunit [EC:1.3.99.15] or benzoyl-CoA reductase subunit [EC:1.3.7.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04112: benzoyl-CoA reductase subunit [EC:1.3.99.15] or benzoyl-CoA reductase subunit [EC:1.3.7.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04115: benzoyl-CoA reductase subunit [EC:1.3.99.15] or benzoyl-CoA reductase subunit [EC:1.3.7.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04114: benzoyl-CoA reductase subunit [EC:1.3.99.15] or benzoyl-CoA reductase subunit [EC:1.3.7.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04117: cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04116: cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04118: pimeloyl-CoA dehydrogenase [EC:1.3.1.62]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05517: nucleoside-specific channel-forming protein	0	14	7	73	0	0	17	13	1	85	0	39	27	72	3	84	1	0	188	2	0	0	63	0	9	28	108	207	87	39	2	34	25	1	44	0	246	323
K07705: two-component system, LytT family, response regulator LytT	38	40	29	16	108	141	128	38	73	199	36	118	28	42	49	67	92	161	3	18	274	14	77	80	171	147	9	10	16	142	34	20	26	24	40	25	4	35
K07704: two-component system, LytT family, sensor histidine kinase LytS [EC:2.7.13.3]	59	52	106	22	117	157	136	49	92	208	44	150	37	48	59	72	105	191	4	26	280	28	84	89	179	158	36	15	70	150	42	56	29	61	46	33	8	39
K07707: two-component system, AgrA family, response regulator AgrA	13	97	11	2	17	14	18	31	13	4	16	53	9	5	35	5	35	33	2	13	11	60	21	36	16	20	10	4	7	16	12	34	37	78	3	10	18	11
K07706: two-component system, AgrA family, sensor histidine kinase AgrC [EC:2.7.13.-]	30	7	14	3	9	68	20	12	77	4	31	8	27	5	83	8	15	90	4	17	43	24	57	10	25	16	16	10	7	6	1	11	22	4	74	47	10	9
K07701: two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]	0	14	4	0	0	0	1	4	0	0	0	7	0	0	0	17	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	193	35
K07700: two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]	0	24	8	73	0	0	18	15	0	85	0	16	27	72	3	97	1	0	188	3	0	0	63	0	9	48	114	241	170	46	3	34	26	1	50	0	350	351
K07703: two-component system, CitB family, response regulator DcuR	0	14	5	0	0	0	1	4	0	0	0	7	0	2	0	18	1	0	0	5	0	0	0	0	0	22	8	41	160	10	2	0	0	0	2	0	193	35
K07702: two-component system, CitB family, response regulator CitB	0	24	8	73	0	0	18	15	0	85	0	16	27	72	3	97	1	0	188	3	0	0	63	0	9	48	114	241	170	46	3	34	26	1	50	0	350	351
K07709: two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]	5	29	16	16	9	1	4	20	7	0	25	7	0	0	7	18	14	27	0	7	41	53	14	11	0	74	42	42	80	17	9	0	0	4	5	6	187	34
K07708: two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	6	34	32	78	9	85	78	25	1	90	76	66	47	87	44	121	64	16	189	15	12	11	100	20	51	78	123	257	123	48	50	35	284	34	56	51	369	397
K01955: carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	1913	2173	2136	1835	2230	2015	1875	2094	2198	2316	1751	2149	1838	1636	1843	1853	2010	2389	1644	1680	2140	2111	1876	1881	2192	1757	1702	1246	1768	2189	2284	2720	1256	2327	2289	2519	982	920
